"Date Time","Date Time(RAW)","%idle","%idle(RAW)","%user","%user(RAW)","%system","%system(RAW)","%iowait","%iowait(RAW)","%used","%used(RAW)","Coverage","Coverage(RAW)"
"4/25/2020 2:30:32 AM","43945.8128710995","99.26 %","99.2600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.74 %","0.7400","100 %","0000010000"
"4/25/2020 2:31:32 AM","43945.8135656597","99.24 %","99.2400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.76 %","0.7600","100 %","0000010000"
"4/25/2020 2:32:32 AM","43945.8142602778","99.43 %","99.4300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.57 %","0.5700","100 %","0000010000"
"4/25/2020 2:33:32 AM","43945.8149546181","99.44 %","99.4400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.56 %","0.5600","100 %","0000010000"
"4/25/2020 2:34:32 AM","43945.8156489352","99.44 %","99.4400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.56 %","0.5600","100 %","0000010000"
"4/25/2020 2:35:32 AM","43945.8163433912","99.16 %","99.1600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.84 %","0.8400","100 %","0000010000"
"4/25/2020 2:36:32 AM","43945.8170377662","99.27 %","99.2700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.73 %","0.7300","100 %","0000010000"
"4/25/2020 2:37:32 AM","43945.8177323148","99.25 %","99.2500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.75 %","0.7500","100 %","0000010000"
"4/25/2020 2:38:32 AM","43945.8184269560","99.42 %","99.4200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.58 %","0.5800","100 %","0000010000"
"4/25/2020 2:39:32 AM","43945.8191211343","99.43 %","99.4300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.57 %","0.5700","100 %","0000010000"
"4/25/2020 2:40:32 AM","43945.8198159722","99.2 %","99.2000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.8 %","0.8000","100 %","0000010000"
"4/25/2020 2:41:32 AM","43945.8205101389","99.23 %","99.2300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.77 %","0.7700","100 %","0000010000"
"4/25/2020 2:42:32 AM","43945.8212048264","99.38 %","99.3800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.62 %","0.6200","100 %","0000010000"
"4/25/2020 2:43:32 AM","43945.8218990972","99.41 %","99.4100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.59 %","0.5900","100 %","0000010000"
"4/25/2020 2:44:32 AM","43945.8225933449","99.45 %","99.4500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.55 %","0.5500","100 %","0000010000"
"4/25/2020 2:45:32 AM","43945.8232878009","99.19 %","99.1900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.81 %","0.8100","100 %","0000010000"
"4/25/2020 2:46:32 AM","43945.8239821759","99.07 %","99.0700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.93 %","0.9300","100 %","0000010000"
"4/25/2020 2:47:32 AM","43945.8246768982","99.4 %","99.4000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.6 %","0.6000","100 %","0000010000"
"4/25/2020 2:48:32 AM","43945.8253713542","99.4 %","99.4000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.6 %","0.6000","100 %","0000010000"
"4/25/2020 2:49:32 AM","43945.8260657755","99.42 %","99.4200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.58 %","0.5800","100 %","0000010000"
"4/25/2020 2:50:32 AM","43945.8267600579","99.1 %","99.1000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.9 %","0.9000","100 %","0000010000"
"4/25/2020 2:51:32 AM","43945.8274544676","99.27 %","99.2700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.73 %","0.7300","100 %","0000010000"
"4/25/2020 2:52:32 AM","43945.8281488657","99.41 %","99.4100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.59 %","0.5900","100 %","0000010000"
"4/25/2020 2:53:32 AM","43945.8288436921","99.43 %","99.4300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.57 %","0.5700","100 %","0000010000"
"4/25/2020 2:54:32 AM","43945.8295379051","99.4 %","99.4000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.6 %","0.6000","100 %","0000010000"
"4/25/2020 2:55:32 AM","43945.8302322338","99.14 %","99.1400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.86 %","0.8600","100 %","0000010000"
"4/25/2020 2:56:32 AM","43945.8309274306","99.06 %","99.0600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.94 %","0.9400","100 %","0000010000"
"4/25/2020 2:57:32 AM","43945.8316213426","99.35 %","99.3500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.65 %","0.6500","100 %","0000010000"
"4/25/2020 2:58:32 AM","43945.8323156134","99.4 %","99.4000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.6 %","0.6000","100 %","0000010000"
"4/25/2020 2:59:32 AM","43945.8330102083","99.4 %","99.4000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.6 %","0.6000","100 %","0000010000"
"4/25/2020 3:00:32 AM","43945.8337049884","99.24 %","99.2400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.76 %","0.7600","100 %","0000010000"
"4/25/2020 3:01:32 AM","43945.8343996181","99.15 %","99.1500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.85 %","0.8500","100 %","0000010000"
"4/25/2020 3:02:32 AM","43945.8350934722","99.41 %","99.4100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.59 %","0.5900","100 %","0000010000"
"4/25/2020 3:03:32 AM","43945.8357881366","99.44 %","99.4400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.56 %","0.5600","100 %","0000010000"
"4/25/2020 3:04:32 AM","43945.8364822917","99.42 %","99.4200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.58 %","0.5800","100 %","0000010000"
"4/25/2020 3:05:32 AM","43945.8371767014","99.03 %","99.0300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.97 %","0.9700","100 %","0000010000"
"4/25/2020 3:06:32 AM","43945.8378711458","99.16 %","99.1600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.84 %","0.8400","100 %","0000010000"
"4/25/2020 3:07:32 AM","43945.8385659028","99.42 %","99.4200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.58 %","0.5800","100 %","0000010000"
"4/25/2020 3:08:32 AM","43945.8392601042","99.42 %","99.4200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.58 %","0.5800","100 %","0000010000"
"4/25/2020 3:09:32 AM","43945.8399546412","99.43 %","99.4300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.57 %","0.5700","100 %","0000010000"
"4/25/2020 3:10:32 AM","43945.8406489931","99.21 %","99.2100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.79 %","0.7900","100 %","0000010000"
"4/25/2020 3:11:32 AM","43945.8413434143","99.22 %","99.2200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.78 %","0.7800","100 %","0000010000"
"4/25/2020 3:12:32 AM","43945.8420380208","99.37 %","99.3700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.63 %","0.6300","100 %","0000010000"
"4/25/2020 3:13:32 AM","43945.8427325694","99.35 %","99.3500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.65 %","0.6500","100 %","0000010000"
"4/25/2020 3:14:32 AM","43945.8434267940","99.43 %","99.4300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.57 %","0.5700","100 %","0000010000"
"4/25/2020 3:15:32 AM","43945.8441211227","99.05 %","99.0500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.95 %","0.9500","100 %","0000010000"
"4/25/2020 3:16:32 AM","43945.8448156481","99.27 %","99.2700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.73 %","0.7300","100 %","0000010000"
"4/25/2020 3:17:32 AM","43945.8455102662","99.43 %","99.4300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.57 %","0.5700","100 %","0000010000"
"4/25/2020 3:18:32 AM","43945.8462045486","99.44 %","99.4400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.56 %","0.5600","100 %","0000010000"
"4/25/2020 3:19:32 AM","43945.8468992708","99.43 %","99.4300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.57 %","0.5700","100 %","0000010000"
"4/25/2020 3:20:32 AM","43945.8475933102","99.17 %","99.1700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.83 %","0.8300","100 %","0000010000"
"4/25/2020 3:21:32 AM","43945.8482878472","99.22 %","99.2200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.78 %","0.7800","100 %","0000010000"
"4/25/2020 3:22:32 AM","43945.8489824306","99.42 %","99.4200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.58 %","0.5800","100 %","0000010000"
"4/25/2020 3:23:32 AM","43945.8496770023","99.42 %","99.4200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.58 %","0.5800","100 %","0000010000"
"4/25/2020 3:24:32 AM","43945.8503714815","99.2 %","99.2000","0.01 %","0.0100","0 %","0.0000","0 %","0.0000","0.8 %","0.8000","100 %","0000010000"
"4/25/2020 3:25:32 AM","43945.8510659722","98.18 %","98.1800","0.07 %","0.0700","0.02 %","0.0200","0 %","0.0000","1.82 %","1.8200","100 %","0000010000"
"4/25/2020 3:26:32 AM","43945.8517602315","99.2 %","99.2000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.8 %","0.8000","100 %","0000010000"
"4/25/2020 3:27:32 AM","43945.8524546528","99.41 %","99.4100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.59 %","0.5900","100 %","0000010000"
"4/25/2020 3:28:32 AM","43945.8531498611","99.41 %","99.4100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.59 %","0.5900","100 %","0000010000"
"4/25/2020 3:29:32 AM","43945.8538435069","99.42 %","99.4200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.58 %","0.5800","100 %","0000010000"
"4/25/2020 3:30:32 AM","43945.8545378009","99.17 %","99.1700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.83 %","0.8300","100 %","0000010000"
"4/25/2020 3:31:32 AM","43945.8552322569","99.21 %","99.2100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.79 %","0.7900","100 %","0000010000"
"4/25/2020 3:32:32 AM","43945.8559267940","99.39 %","99.3900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.61 %","0.6100","100 %","0000010000"
"4/25/2020 3:33:32 AM","43945.8566214583","99.4 %","99.4000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.6 %","0.6000","100 %","0000010000"
"4/25/2020 3:34:32 AM","43945.8573155556","99.22 %","99.2200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.78 %","0.7800","100 %","0000010000"
"4/25/2020 3:35:32 AM","43945.8580100694","99.06 %","99.0600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.94 %","0.9400","100 %","0000010000"
"4/25/2020 3:36:32 AM","43945.8587048380","99.2 %","99.2000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.8 %","0.8000","100 %","0000010000"
"4/25/2020 3:37:32 AM","43945.8593990509","99.39 %","99.3900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.61 %","0.6100","100 %","0000010000"
"4/25/2020 3:38:32 AM","43945.8600936806","99.4 %","99.4000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.6 %","0.6000","100 %","0000010000"
"4/25/2020 3:39:32 AM","43945.8607879167","99.39 %","99.3900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.61 %","0.6100","100 %","0000010000"
"4/25/2020 3:40:32 AM","43945.8614823264","99.12 %","99.1200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.88 %","0.8800","100 %","0000010000"
"4/25/2020 3:41:32 AM","43945.8621773380","99.23 %","99.2300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.77 %","0.7700","100 %","0000010000"
"4/25/2020 3:42:32 AM","43945.8628714005","99.38 %","99.3800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.62 %","0.6200","100 %","0000010000"
"4/25/2020 3:43:32 AM","43945.8635659144","99.24 %","99.2400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.76 %","0.7600","100 %","0000010000"
"4/25/2020 3:44:32 AM","43945.8642601157","99.38 %","99.3800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.62 %","0.6200","100 %","0000010000"
"4/25/2020 3:45:32 AM","43945.8649544907","99.22 %","99.2200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.78 %","0.7800","100 %","0000010000"
"4/25/2020 3:46:32 AM","43945.8656489699","99.2 %","99.2000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.8 %","0.8000","100 %","0000010000"
"4/25/2020 3:47:32 AM","43945.8663434954","99.39 %","99.3900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.61 %","0.6100","100 %","0000010000"
"4/25/2020 3:48:32 AM","43945.8670381597","99.27 %","99.2700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.73 %","0.7300","100 %","0000010000"
"4/25/2020 3:49:27 AM","43945.8676759491","99.4 %","99.4000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.6 %","0.6000","100 %","0000010000"
"4/25/2020 3:50:32 AM","43945.8684267014","99.18 %","99.1800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.82 %","0.8200","100 %","0000010000"
"4/25/2020 3:51:32 AM","43945.8691211343","99.16 %","99.1600","0 %","0.0000","0.01 %","0.0100","0 %","0.0000","0.84 %","0.8400","100 %","0000010000"
"4/25/2020 3:52:32 AM","43945.8698156597","99.24 %","99.2400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.76 %","0.7600","100 %","0000010000"
"4/25/2020 3:53:32 AM","43945.8705103356","99.41 %","99.4100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.59 %","0.5900","100 %","0000010000"
"4/25/2020 3:54:27 AM","43945.8711482292","99.33 %","99.3300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.67 %","0.6700","100 %","0000010000"
"4/25/2020 3:55:32 AM","43945.8718988657","99.19 %","99.1900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.81 %","0.8100","100 %","0000010000"
"4/25/2020 3:56:32 AM","43945.8725933102","99.25 %","99.2500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.75 %","0.7500","100 %","0000010000"
"4/25/2020 3:57:32 AM","43945.8732879977","99.37 %","99.3700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.63 %","0.6300","100 %","0000010000"
"4/25/2020 3:58:32 AM","43945.8739825116","99.38 %","99.3800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.62 %","0.6200","100 %","0000010000"
"4/25/2020 3:59:32 AM","43945.8746774190","99.39 %","99.3900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.61 %","0.6100","100 %","0000010000"
"4/25/2020 4:00:32 AM","43945.8753715046","99.22 %","99.2200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.78 %","0.7800","100 %","0000010000"
"4/25/2020 4:01:32 AM","43945.8760655671","99.16 %","99.1600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.84 %","0.8400","100 %","0000010000"
"4/25/2020 4:02:32 AM","43945.8767602083","99.23 %","99.2300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.77 %","0.7700","100 %","0000010000"
"4/25/2020 4:03:32 AM","43945.8774547801","99.4 %","99.4000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.6 %","0.6000","100 %","0000010000"
"4/25/2020 4:04:32 AM","43945.8781490509","99.38 %","99.3800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.62 %","0.6200","100 %","0000010000"
"4/25/2020 4:05:32 AM","43945.8788434028","99.17 %","99.1700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.83 %","0.8300","100 %","0000010000"
"4/25/2020 4:06:32 AM","43945.8795385532","99.16 %","99.1600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.84 %","0.8400","100 %","0000010000"
"4/25/2020 4:07:32 AM","43945.8802323727","99.39 %","99.3900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.61 %","0.6100","100 %","0000010000"
"4/25/2020 4:08:32 AM","43945.8809274884","99.38 %","99.3800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.62 %","0.6200","100 %","0000010000"
"4/25/2020 4:09:27 AM","43945.8815646644","99.4 %","99.4000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.6 %","0.6000","100 %","0000010000"
"4/25/2020 4:10:27 AM","43945.8822594329","99.15 %","99.1500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.85 %","0.8500","100 %","0000010000"
"4/25/2020 4:11:32 AM","43945.8830105671","99.08 %","99.0800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.92 %","0.9200","100 %","0000010000"
"4/25/2020 4:12:27 AM","43945.8836481250","99.36 %","99.3600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.64 %","0.6400","100 %","0000010000"
"4/25/2020 4:13:32 AM","43945.8843992361","99.4 %","99.4000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.6 %","0.6000","100 %","0000010000"
"4/25/2020 4:14:32 AM","43945.8850936343","99.4 %","99.4000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.6 %","0.6000","100 %","0000010000"
"4/25/2020 4:15:32 AM","43945.8857878125","99.18 %","99.1800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.82 %","0.8200","100 %","0000010000"
"4/25/2020 4:16:32 AM","43945.8864822338","99.23 %","99.2300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.77 %","0.7700","100 %","0000010000"
"4/25/2020 4:17:32 AM","43945.8871768056","99.37 %","99.3700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.63 %","0.6300","100 %","0000010000"
"4/25/2020 4:18:32 AM","43945.8878715046","99.39 %","99.3900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.61 %","0.6100","100 %","0000010000"
"4/25/2020 4:19:32 AM","43945.8885658102","99.37 %","99.3700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.63 %","0.6300","100 %","0000010000"
"4/25/2020 4:20:32 AM","43945.8892601852","99.01 %","99.0100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.99 %","0.9900","100 %","0000010000"
"4/25/2020 4:21:32 AM","43945.8899544213","99.16 %","99.1600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.84 %","0.8400","100 %","0000010000"
"4/25/2020 4:22:32 AM","43945.8906491204","99.35 %","99.3500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.65 %","0.6500","100 %","0000010000"
"4/25/2020 4:23:32 AM","43945.8913441551","99.38 %","99.3800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.62 %","0.6200","100 %","0000010000"
"4/25/2020 4:24:32 AM","43945.8920378704","99.37 %","99.3700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.63 %","0.6300","100 %","0000010000"
"4/25/2020 4:25:32 AM","43945.8927323380","99.16 %","99.1600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.84 %","0.8400","100 %","0000010000"
"4/25/2020 4:26:32 AM","43945.8934272222","99.19 %","99.1900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.81 %","0.8100","100 %","0000010000"
"4/25/2020 4:27:32 AM","43945.8941212500","99.37 %","99.3700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.63 %","0.6300","100 %","0000010000"
"4/25/2020 4:28:32 AM","43945.8948157755","99.38 %","99.3800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.62 %","0.6200","100 %","0000010000"
"4/25/2020 4:29:32 AM","43945.8955109259","99.37 %","99.3700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.63 %","0.6300","100 %","0000010000"
"4/25/2020 4:30:32 AM","43945.8962048843","98.96 %","98.9600","0 %","0.0000","0 %","0.0000","0 %","0.0000","1.04 %","1.0400","100 %","0000010000"
"4/25/2020 4:31:32 AM","43945.8968988194","99.23 %","99.2300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.77 %","0.7700","100 %","0000010000"
"4/25/2020 4:32:32 AM","43945.8975938194","99.39 %","99.3900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.61 %","0.6100","100 %","0000010000"
"4/25/2020 4:33:32 AM","43945.8982878819","99.39 %","99.3900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.61 %","0.6100","100 %","0000010000"
"4/25/2020 4:34:32 AM","43945.8989823611","99.38 %","99.3800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.62 %","0.6200","100 %","0000010000"
"4/25/2020 4:35:32 AM","43945.8996767014","99.17 %","99.1700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.83 %","0.8300","100 %","0000010000"
"4/25/2020 4:36:32 AM","43945.9003712153","99.15 %","99.1500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.85 %","0.8500","100 %","0000010000"
"4/25/2020 4:37:32 AM","43945.9010656944","99.31 %","99.3100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.69 %","0.6900","100 %","0000010000"
"4/25/2020 4:38:32 AM","43945.9017608218","99.37 %","99.3700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.63 %","0.6300","100 %","0000010000"
"4/25/2020 4:39:32 AM","43945.9024545139","99.37 %","99.3700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.63 %","0.6300","100 %","0000010000"
"4/25/2020 4:40:32 AM","43945.9031489120","98.9 %","98.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","1.1 %","1.1000","100 %","0000010000"
"4/25/2020 4:41:32 AM","43945.9038433333","99.18 %","99.1800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.82 %","0.8200","100 %","0000010000"
"4/25/2020 4:42:32 AM","43945.9045378819","99.34 %","99.3400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.66 %","0.6600","100 %","0000010000"
"4/25/2020 4:43:32 AM","43945.9052326273","99.35 %","99.3500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.65 %","0.6500","100 %","0000010000"
"4/25/2020 4:44:32 AM","43945.9059268519","99.38 %","99.3800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.62 %","0.6200","100 %","0000010000"
"4/25/2020 4:45:32 AM","43945.9066212731","99.16 %","99.1600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.84 %","0.8400","100 %","0000010000"
"4/25/2020 4:46:32 AM","43945.9073156134","99.16 %","99.1600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.84 %","0.8400","100 %","0000010000"
"4/25/2020 4:47:32 AM","43945.9080103125","99.38 %","99.3800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.62 %","0.6200","100 %","0000010000"
"4/25/2020 4:48:32 AM","43945.9087047801","99.38 %","99.3800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.62 %","0.6200","100 %","0000010000"
"4/25/2020 4:49:32 AM","43945.9093989815","99.19 %","99.1900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.81 %","0.8100","100 %","0000010000"
"4/25/2020 4:50:32 AM","43945.9100934259","99.13 %","99.1300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.87 %","0.8700","100 %","0000010000"
"4/25/2020 4:51:32 AM","43945.9107882523","99.21 %","99.2100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.79 %","0.7900","100 %","0000010000"
"4/25/2020 4:52:32 AM","43945.9114826273","99.42 %","99.4200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.58 %","0.5800","100 %","0000010000"
"4/25/2020 4:53:32 AM","43945.9121769213","99.41 %","99.4100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.59 %","0.5900","100 %","0000010000"
"4/25/2020 4:54:32 AM","43945.9128713310","99.43 %","99.4300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.57 %","0.5700","100 %","0000010000"
"4/25/2020 4:55:32 AM","43945.9135656250","99.19 %","99.1900","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.81 %","0.8100","100 %","0000010000"
"4/25/2020 4:56:32 AM","43945.9142599537","99.25 %","99.2500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.75 %","0.7500","100 %","0000010000"
"4/25/2020 4:57:32 AM","43945.9149545602","99.36 %","99.3600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.64 %","0.6400","100 %","0000010000"
"4/25/2020 4:58:32 AM","43945.9156494329","99.42 %","99.4200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.58 %","0.5800","100 %","0000010000"
"4/25/2020 4:59:32 AM","43945.9163433796","99.14 %","99.1400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.86 %","0.8600","100 %","0000010000"
"4/25/2020 5:00:32 AM","43945.9170377778","99.18 %","99.1800","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.82 %","0.8200","100 %","0000010000"
"4/25/2020 5:01:32 AM","43945.9177322454","99.2 %","99.2000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.8 %","0.8000","100 %","0000010000"
"4/25/2020 5:02:32 AM","43945.9184269560","99.37 %","99.3700","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.63 %","0.6300","100 %","0000010000"
"4/25/2020 5:03:32 AM","43945.9191214699","99.44 %","99.4400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.56 %","0.5600","100 %","0000010000"
"4/25/2020 5:04:32 AM","43945.9198156944","99.42 %","99.4200","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.58 %","0.5800","100 %","0000010000"
"4/25/2020 5:05:32 AM","43945.9205101852","99.2 %","99.2000","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.8 %","0.8000","100 %","0000010000"
"4/25/2020 5:06:32 AM","43945.9212045833","99.26 %","99.2600","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.74 %","0.7400","100 %","0000010000"
"4/25/2020 5:07:32 AM","43945.9218990162","99.35 %","99.3500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.65 %","0.6500","100 %","0000010000"
"4/25/2020 5:08:32 AM","43945.9225937384","99.43 %","99.4300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.57 %","0.5700","100 %","0000010000"
"4/25/2020 5:09:32 AM","43945.9232879051","99.25 %","99.2500","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.75 %","0.7500","100 %","0000010000"
"4/25/2020 5:10:32 AM","43945.9239823843","98.9 %","98.9000","0 %","0.0000","0 %","0.0000","0 %","0.0000","1.1 %","1.1000","100 %","0000010000"
"4/25/2020 5:11:32 AM","43945.9246767593","99.23 %","99.2300","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.77 %","0.7700","100 %","0000010000"
"4/25/2020 5:12:32 AM","43945.9253713079","99.41 %","99.4100","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.59 %","0.5900","100 %","0000010000"
"4/25/2020 5:13:32 AM","43945.9260658796","99.44 %","99.4400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.56 %","0.5600","100 %","0000010000"
"4/25/2020 5:14:32 AM","43945.9267606482","99.44 %","99.4400","0 %","0.0000","0 %","0.0000","0 %","0.0000","0.56 %","0.5600","100 %","0000010000"
